,start_location,end_location
46,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
47,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
48,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
49,"(28811.193726435362, 25884.194345275144)","(28809.89218823926, 25874.9432372383)"
50,"(28809.89218823926, 25874.9432372383)","(28694.12947172005, 25800.432871181954)"
51,"(28694.12947172005, 25800.432871181954)","(28517.375671741524, 25710.683126346354)"
52,"(28517.375671741524, 25710.683126346354)","(27561.09283934781, 25499.407182473427)"
53,"(27561.09283934781, 25499.407182473427)","(27686.234449859243, 25454.877247918368)"
54,"(28811.193726435362, 25884.194345275144)","(28809.89218823926, 25874.9432372383)"
55,"(28809.89218823926, 25874.9432372383)","(29070.22176855721, 25818.224959021405)"
56,"(29070.22176855721, 25818.224959021405)","(29105.31877113637, 25672.142140559474)"
57,"(29105.31877113637, 25672.142140559474)","(29059.963935785287, 25590.464757795533)"
58,"(29059.963935785287, 25590.464757795533)","(29275.421913985047, 25622.233033625263)"
59,"(29275.421913985047, 25622.233033625263)","(29481.490640615026, 26293.855688647862)"
60,"(29481.490640615026, 26293.855688647862)","(29677.967042093573, 26685.835332774004)"
61,"(29677.967042093573, 26685.835332774004)","(29805.673092812125, 26881.30973620669)"
62,"(29805.673092812125, 26881.30973620669)","(29759.965611229534, 26890.553502792987)"
63,"(28811.193726435362, 25884.194345275144)","(28809.89218823926, 25874.9432372383)"
64,"(28809.89218823926, 25874.9432372383)","(28694.12947172005, 25800.432871181954)"
65,"(28694.12947172005, 25800.432871181954)","(28517.375671741524, 25710.683126346354)"
66,"(28517.375671741524, 25710.683126346354)","(27561.09283934781, 25499.407182473427)"
67,"(27561.09283934781, 25499.407182473427)","(27612.93649026417, 25478.234567791253)"
68,"(26960.722040197987, 27681.49052726981)","(26806.288624367648, 28056.767780172086)"
69,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
70,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
71,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
72,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
73,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
74,"(26960.722040197987, 27681.49052726981)","(26865.858780195165, 27917.845246935583)"
75,"(26865.858780195165, 27917.845246935583)","(26579.631128297202, 27753.031234996015)"
76,"(26579.631128297202, 27753.031234996015)","(26510.302919004433, 27702.500510842277)"
77,"(26510.302919004433, 27702.500510842277)","(26421.277218837786, 27823.24158779779)"
78,"(26421.277218837786, 27823.24158779779)","(26330.098460637586, 27949.873440191528)"
79,"(26330.098460637586, 27949.873440191528)","(26208.120181973427, 27875.23792334026)"
80,"(26208.120181973427, 27875.23792334026)","(26074.26970837312, 27796.85201946911)"
81,"(26960.722040197987, 27681.49052726981)","(26958.799822935136, 27686.851257230242)"
