,start_location,end_location
4572,"(23489.72536443478, 25503.097675497265)","(23423.638033152834, 25346.15355451629)"
4573,"(23423.638033152834, 25346.15355451629)","(24489.025953293618, 25354.099391614407)"
4574,"(24489.025953293618, 25354.099391614407)","(24508.301534575396, 25258.118406970316)"
4575,"(24508.301534575396, 25258.118406970316)","(24523.663386174623, 25260.542021680245)"
4576,"(23519.646428366963, 25481.904563687596)","(23525.839188957456, 25474.54545493584)"
4577,"(23525.839188957456, 25474.54545493584)","(23502.064926986786, 25497.45038744129)"
4578,"(23502.064926986786, 25497.45038744129)","(23489.72536443478, 25503.097675497265)"
4579,"(23489.72536443478, 25503.097675497265)","(23423.638033152834, 25346.15355451629)"
4580,"(23423.638033152834, 25346.15355451629)","(24861.661451026288, 25353.29128533913)"
4581,"(24861.661451026288, 25353.29128533913)","(24502.17653649095, 26175.916507881688)"
4582,"(24502.17653649095, 26175.916507881688)","(24330.31309218488, 26291.135765279032)"
4583,"(24330.31309218488, 26291.135765279032)","(24327.062420832604, 26303.020475399826)"
4584,"(24327.062420832604, 26303.020475399826)","(24388.05514868819, 26317.588865122612)"
4585,"(25207.787222826897, 26613.352747609402)","(25219.297312944793, 26588.597903539747)"
4586,"(25219.297312944793, 26588.597903539747)","(25566.54098418982, 26667.528585658903)"
4587,"(25566.54098418982, 26667.528585658903)","(26430.09080240583, 26830.781366290845)"
4588,"(26430.09080240583, 26830.781366290845)","(26245.203971878364, 27138.238820925675)"
4589,"(26245.203971878364, 27138.238820925675)","(26422.442325543132, 27267.351284469623)"
4590,"(26422.442325543132, 27267.351284469623)","(26480.39763395014, 27308.829022611928)"
4591,"(26480.39763395014, 27308.829022611928)","(26318.778684586534, 27534.993277241912)"
4592,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
4593,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
4594,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
4595,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
4596,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
4597,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
4598,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
4599,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
4600,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
4601,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4602,"(20588.432978347017, 21178.632193379133)","(20588.432978347017, 21178.632193379133)"
4603,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4604,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4605,"(24489.025953293618, 25354.099391614407)","(24861.661451026288, 25353.29128533913)"
4606,"(24861.661451026288, 25353.29128533913)","(24709.66308775873, 25745.063180299447)"
4607,"(24709.66308775873, 25745.063180299447)","(24786.4241845184, 25853.805977861077)"
4608,"(24786.4241845184, 25853.805977861077)","(24594.018226716973, 26075.996423649805)"
4609,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4610,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4611,"(24489.025953293618, 25354.099391614407)","(23423.638033152834, 25346.15355451629)"
4612,"(23423.638033152834, 25346.15355451629)","(23624.733136495357, 25667.519713411486)"
4613,"(23624.733136495357, 25667.519713411486)","(23527.88556073091, 26261.836148722185)"
4614,"(23527.88556073091, 26261.836148722185)","(23397.29249681825, 26235.344757283136)"
4615,"(24523.663386174623, 25260.542021680245)","(24896.051553428988, 25347.713922941795)"
4616,"(24896.051553428988, 25347.713922941795)","(24860.476623958428, 25316.271165239654)"
4617,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4618,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4619,"(24489.025953293618, 25354.099391614407)","(24886.562980896415, 25407.95232669686)"
4620,"(24886.562980896415, 25407.95232669686)","(23713.30223880797, 25629.738459998945)"
4621,"(23713.30223880797, 25629.738459998945)","(23684.954242867723, 25637.745571509382)"
4622,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4623,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4624,"(24489.025953293618, 25354.099391614407)","(23423.638033152834, 25346.15355451629)"
4625,"(23423.638033152834, 25346.15355451629)","(23489.72536443478, 25503.097675497265)"
4626,"(23489.72536443478, 25503.097675497265)","(23519.646428366963, 25481.904563687596)"
4627,"(24523.663386174623, 25260.542021680245)","(24523.663386174623, 25260.542021680245)"
4628,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4629,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4630,"(24489.025953293618, 25354.099391614407)","(24861.661451026288, 25353.29128533913)"
4631,"(24861.661451026288, 25353.29128533913)","(24502.17653649095, 26175.916507881688)"
4632,"(24502.17653649095, 26175.916507881688)","(24242.817568338403, 26286.13223383375)"
4633,"(24523.663386174623, 25260.542021680245)","(23035.96329061246, 25120.65848732009)"
4634,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4635,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4636,"(24489.025953293618, 25354.099391614407)","(24861.661451026288, 25353.29128533913)"
4637,"(24861.661451026288, 25353.29128533913)","(24502.17653649095, 26175.916507881688)"
4638,"(24502.17653649095, 26175.916507881688)","(24330.31309218488, 26291.135765279032)"
4639,"(24330.31309218488, 26291.135765279032)","(24327.062420832604, 26303.020475399826)"
4640,"(24327.062420832604, 26303.020475399826)","(24333.064135468434, 26306.8669981547)"
4641,"(24523.663386174623, 25260.542021680245)","(24508.301534575396, 25258.118406970316)"
4642,"(24508.301534575396, 25258.118406970316)","(24489.025953293618, 25354.099391614407)"
4643,"(24489.025953293618, 25354.099391614407)","(24861.661451026288, 25353.29128533913)"
4644,"(24861.661451026288, 25353.29128533913)","(24502.17653649095, 26175.916507881688)"
4645,"(24502.17653649095, 26175.916507881688)","(24330.31309218488, 26291.135765279032)"
4646,"(24330.31309218488, 26291.135765279032)","(24327.062420832604, 26303.020475399826)"
4647,"(24327.062420832604, 26303.020475399826)","(24388.05514868819, 26317.588865122612)"
4648,"(24523.663386174623, 25260.542021680245)","(24904.286858127016, 25357.506062275817)"
4649,"(24904.286858127016, 25357.506062275817)","(24932.740916333234, 25300.596113470587)"
4650,"(24932.740916333234, 25300.596113470587)","(24963.259819511804, 25305.83041440064)"
4651,"(24963.259819511804, 25305.83041440064)","(25100.482659900474, 25332.150431561487)"
4652,"(25100.482659900474, 25332.150431561487)","(25584.54139746027, 25726.15819913827)"
4653,"(24523.663386174623, 25260.542021680245)","(24904.286858127016, 25357.506062275817)"
4654,"(24904.286858127016, 25357.506062275817)","(24939.128805663597, 25290.00427047661)"
4655,"(24939.128805663597, 25290.00427047661)","(24967.09381612738, 25286.881086664478)"
4656,"(24967.09381612738, 25286.881086664478)","(24982.252934568256, 25251.108510343678)"
4657,"(24982.252934568256, 25251.108510343678)","(25666.54058111574, 25238.847807827784)"
4658,"(25666.54058111574, 25238.847807827784)","(25667.101604937532, 25226.327817844955)"
4659,"(25667.101604937532, 25226.327817844955)","(25798.421634877217, 25214.546767822554)"
4660,"(25798.421634877217, 25214.546767822554)","(25800.659878745602, 25170.48889317378)"
4661,"(25800.659878745602, 25170.48889317378)","(25841.203072410775, 25074.651736282074)"
4662,"(25841.203072410775, 25074.651736282074)","(25882.61281257571, 25032.769789807237)"
4663,"(25882.61281257571, 25032.769789807237)","(26530.865198898915, 25144.82834429681)"
4664,"(26530.865198898915, 25144.82834429681)","(26529.048037436747, 25080.551865377085)"
4665,"(24242.817568338403, 26286.13223383375)","(24861.661451026288, 25353.29128533913)"
4666,"(24861.661451026288, 25353.29128533913)","(24896.051553428988, 25347.713922941795)"
4667,"(24896.051553428988, 25347.713922941795)","(24860.476623958428, 25316.271165239654)"
4668,"(24242.405386935206, 26302.819189264876)","(23555.681365760072, 26221.844909653155)"
4669,"(23555.681365760072, 26221.844909653155)","(23705.94595387517, 25758.62400513413)"
4670,"(23705.94595387517, 25758.62400513413)","(23680.425395371538, 25748.869192863785)"
4671,"(23680.425395371538, 25748.869192863785)","(23677.592844625295, 25738.80230714995)"
4672,"(23677.592844625295, 25738.80230714995)","(23713.30223880797, 25629.738459998945)"
4673,"(23713.30223880797, 25629.738459998945)","(23684.954242867723, 25637.745571509382)"
4674,"(24242.817568338403, 26286.13223383375)","(24489.025953293618, 25354.099391614407)"
4675,"(24489.025953293618, 25354.099391614407)","(24508.301534575396, 25258.118406970316)"
4676,"(24508.301534575396, 25258.118406970316)","(24523.663386174623, 25260.542021680245)"
4677,"(24242.817568338403, 26286.13223383375)","(24242.817568338403, 26286.13223383375)"
4678,"(24242.817568338403, 26286.13223383375)","(24330.31309218488, 26291.135765279032)"
4679,"(24330.31309218488, 26291.135765279032)","(24327.062420832604, 26303.020475399826)"
4680,"(24327.062420832604, 26303.020475399826)","(24388.05514868819, 26317.588865122612)"
4681,"(27522.920177758366, 23570.60733827218)","(27838.62778444827, 23763.520467198425)"
4682,"(27838.62778444827, 23763.520467198425)","(27841.967205482884, 24053.412403375172)"
4683,"(27841.967205482884, 24053.412403375172)","(27786.603648095042, 24082.217960742855)"
4684,"(27786.603648095042, 24082.217960742855)","(27758.772464672977, 24184.870135875914)"
4685,"(27758.772464672977, 24184.870135875914)","(27708.30875535468, 24224.76768510681)"
4686,"(27708.30875535468, 24224.76768510681)","(27572.608949254354, 24262.85929570641)"
4687,"(27572.608949254354, 24262.85929570641)","(27570.748629495138, 24239.579314964096)"
4688,"(26101.946366861142, 27011.546263275348)","(26088.459994484278, 27097.896363001055)"
4689,"(26088.459994484278, 27097.896363001055)","(26074.160186977897, 27118.893695002742)"
4690,"(26074.160186977897, 27118.893695002742)","(26149.95556652498, 27169.0262302114)"
4691,"(26149.95556652498, 27169.0262302114)","(26194.58873001291, 27099.633906828385)"
4692,"(26194.58873001291, 27099.633906828385)","(26248.12973498662, 27134.35058371295)"
4693,"(26248.12973498662, 27134.35058371295)","(26245.203971878364, 27138.238820925675)"
4694,"(26245.203971878364, 27138.238820925675)","(26422.442325543132, 27267.351284469623)"
4695,"(26422.442325543132, 27267.351284469623)","(26480.39763395014, 27308.829022611928)"
4696,"(26480.39763395014, 27308.829022611928)","(26318.778684586534, 27534.993277241912)"
4697,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
4698,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
4699,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
4700,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
4701,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
4702,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
4703,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
4704,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
4705,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
4706,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4707,"(29588.45019365594, 24983.710477023007)","(29084.979177493573, 25151.214957944147)"
4708,"(29084.979177493573, 25151.214957944147)","(29055.617127338803, 25204.306253804447)"
4709,"(29055.617127338803, 25204.306253804447)","(28852.679632698826, 25388.91135490118)"
4710,"(28852.679632698826, 25388.91135490118)","(28679.675618504087, 25157.83414662801)"
4711,"(28679.675618504087, 25157.83414662801)","(28662.872068372264, 25171.35703080587)"
4712,"(28662.872068372264, 25171.35703080587)","(27919.78046502816, 25300.23920780947)"
4713,"(27919.78046502816, 25300.23920780947)","(27851.806685621472, 25192.05215481369)"
4714,"(27851.806685621472, 25192.05215481369)","(27843.023636395024, 25200.174282576394)"
4715,"(25721.50008964092, 27119.814732593164)","(25866.743928613403, 27236.350228017807)"
4716,"(25866.743928613403, 27236.350228017807)","(25759.231346525456, 27389.41497660961)"
4717,"(25759.231346525456, 27389.41497660961)","(25978.755417019172, 27547.973082148266)"
4718,"(25978.755417019172, 27547.973082148266)","(26142.35420381285, 27658.550677996624)"
4719,"(26142.35420381285, 27658.550677996624)","(26256.96068142465, 27494.999429782707)"
4720,"(26256.96068142465, 27494.999429782707)","(26318.778684586534, 27534.993277241912)"
4721,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
4722,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
4723,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
4724,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
4725,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
4726,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
4727,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
4728,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
4729,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
4730,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4731,"(25721.50008964092, 27119.814732593164)","(25866.743928613403, 27236.350228017807)"
4732,"(25866.743928613403, 27236.350228017807)","(25759.231346525456, 27389.41497660961)"
4733,"(25759.231346525456, 27389.41497660961)","(25978.755417019172, 27547.973082148266)"
4734,"(25978.755417019172, 27547.973082148266)","(25903.80281186894, 27694.060806216934)"
4735,"(25903.80281186894, 27694.060806216934)","(25871.704380303272, 27753.666767100716)"
4736,"(25871.704380303272, 27753.666767100716)","(25885.147728716765, 27796.23150959125)"
4737,"(25885.147728716765, 27796.23150959125)","(26007.47607575821, 27847.012617202912)"
4738,"(26007.47607575821, 27847.012617202912)","(25917.396062591477, 27979.200759788306)"
4739,"(25917.396062591477, 27979.200759788306)","(26062.039141982677, 28075.089673739072)"
4740,"(23177.649417802153, 28357.904607229255)","(23842.269135102833, 27612.481564631074)"
4741,"(23842.269135102833, 27612.481564631074)","(24088.593604285445, 27750.488666118967)"
4742,"(25897.77502436514, 26920.52086145911)","(25985.70483497769, 26755.861581801873)"
4743,"(25985.70483497769, 26755.861581801873)","(26430.09080240583, 26830.781366290845)"
4744,"(26430.09080240583, 26830.781366290845)","(26245.203971878364, 27138.238820925675)"
4745,"(26245.203971878364, 27138.238820925675)","(26422.442325543132, 27267.351284469623)"
4746,"(26422.442325543132, 27267.351284469623)","(26480.39763395014, 27308.829022611928)"
4747,"(26480.39763395014, 27308.829022611928)","(26318.778684586534, 27534.993277241912)"
4748,"(26318.778684586534, 27534.993277241912)","(26371.06159919205, 27597.809320837405)"
4749,"(26371.06159919205, 27597.809320837405)","(26510.302919004433, 27702.500510842277)"
4750,"(26510.302919004433, 27702.500510842277)","(26579.631128297202, 27753.031234996015)"
4751,"(26579.631128297202, 27753.031234996015)","(26865.858780195165, 27917.845246935583)"
4752,"(26865.858780195165, 27917.845246935583)","(26806.288624367648, 28056.767780172086)"
4753,"(26806.288624367648, 28056.767780172086)","(26901.08141280667, 28091.46991442822)"
4754,"(26901.08141280667, 28091.46991442822)","(26893.93964189703, 28198.79776032237)"
4755,"(26893.93964189703, 28198.79776032237)","(26867.878647757432, 28242.20009341484)"
4756,"(26867.878647757432, 28242.20009341484)","(26908.966011955956, 28271.562355282513)"
4757,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4758,"(29753.126734707126, 25189.82200969165)","(29656.91250664249, 25203.934078758844)"
4759,"(29656.91250664249, 25203.934078758844)","(29673.36027077827, 25315.05021989791)"
4760,"(29673.36027077827, 25315.05021989791)","(29390.6124703846, 25318.27634618405)"
4761,"(29390.6124703846, 25318.27634618405)","(29266.24803540093, 25379.60582529471)"
4762,"(29266.24803540093, 25379.60582529471)","(29162.74277106361, 25457.189361162746)"
4763,"(29162.74277106361, 25457.189361162746)","(29151.554522552877, 25434.92309445815)"
4764,"(29151.554522552877, 25434.92309445815)","(28949.840277830168, 25504.162226169166)"
4765,"(28949.840277830168, 25504.162226169166)","(28987.134964304772, 25597.46184583279)"
4766,"(28987.134964304772, 25597.46184583279)","(28350.640103402868, 25787.921935688384)"
4767,"(24801.51311386189, 27781.389163647807)","(24801.51311386189, 27781.389163647807)"
4768,"(25679.914443538088, 24730.949964614323)","(25700.04393974974, 24748.971104504628)"
4769,"(25700.04393974974, 24748.971104504628)","(25684.788165349062, 24849.87055091848)"
4770,"(25684.788165349062, 24849.87055091848)","(25591.34026067445, 24886.248065074935)"
4771,"(25591.34026067445, 24886.248065074935)","(25747.05649915988, 25009.2763688298)"
4772,"(25747.05649915988, 25009.2763688298)","(25770.162983892442, 25102.033466822206)"
4773,"(25770.162983892442, 25102.033466822206)","(25798.421634877217, 25214.546767822554)"
4774,"(25798.421634877217, 25214.546767822554)","(25834.863427437376, 25239.584224299673)"
4775,"(25834.863427437376, 25239.584224299673)","(25835.662493794036, 25254.610018131178)"
4776,"(25835.662493794036, 25254.610018131178)","(26060.97100429944, 25428.43125793073)"
4777,"(26060.97100429944, 25428.43125793073)","(25971.192302068957, 25575.86666499378)"
4778,"(25971.192302068957, 25575.86666499378)","(25909.211808038715, 25602.630799251696)"
4779,"(25909.211808038715, 25602.630799251696)","(25937.904885622353, 25620.826417951117)"
4780,"(25937.904885622353, 25620.826417951117)","(25909.211808038715, 25602.630799251696)"
4781,"(25909.211808038715, 25602.630799251696)","(25935.037347442267, 25572.44197306878)"
4782,"(25935.037347442267, 25572.44197306878)","(26111.796057109532, 25681.190856279136)"
4783,"(26111.796057109532, 25681.190856279136)","(26162.77212074591, 25822.88299353319)"
4784,"(25865.391170579358, 26106.549238211097)","(25948.399064244222, 25970.594895398855)"
4785,"(25948.399064244222, 25970.594895398855)","(26158.326468822866, 26117.448167733994)"
4786,"(26158.326468822866, 26117.448167733994)","(26236.066720991323, 26119.964889242634)"
4787,"(26236.066720991323, 26119.964889242634)","(26406.269070311915, 25860.798990540352)"
4788,"(26406.269070311915, 25860.798990540352)","(26537.05384152317, 25926.767987825995)"
4789,"(26537.05384152317, 25926.767987825995)","(26630.49656656725, 25846.460023176594)"
4790,"(26630.49656656725, 25846.460023176594)","(26805.855592853608, 25794.455631687568)"
4791,"(26805.855592853608, 25794.455631687568)","(26768.199413102935, 25853.513555194048)"
4792,"(26768.199413102935, 25853.513555194048)","(26791.282458081434, 25879.841406203777)"
4793,"(26791.282458081434, 25879.841406203777)","(26756.7509762501, 25909.680643569358)"
4794,"(25834.568818947926, 24273.939307536144)","(26479.87836951879, 23813.976870015933)"
4795,"(26479.87836951879, 23813.976870015933)","(26527.106466354744, 23881.70617609963)"
4796,"(26527.106466354744, 23881.70617609963)","(26650.671664123016, 23821.380245103646)"
4797,"(26650.671664123016, 23821.380245103646)","(26835.01214456919, 24105.19196834226)"
4798,"(29876.624365870666, 24847.64247431772)","(29882.62204674352, 24859.25455386049)"
4799,"(29882.62204674352, 24859.25455386049)","(29084.979177493573, 25151.214957944147)"
4800,"(29084.979177493573, 25151.214957944147)","(29055.617127338803, 25204.306253804447)"
4801,"(29055.617127338803, 25204.306253804447)","(28986.000396168674, 25132.561954054137)"
4802,"(28986.000396168674, 25132.561954054137)","(28968.479886984744, 25146.632925471728)"
4803,"(29876.624365870666, 24847.64247431772)","(29882.62204674352, 24859.25455386049)"
4804,"(29882.62204674352, 24859.25455386049)","(29084.979177493573, 25151.214957944147)"
4805,"(29084.979177493573, 25151.214957944147)","(29055.617127338803, 25204.306253804447)"
4806,"(29055.617127338803, 25204.306253804447)","(29202.9480332947, 25527.734928964783)"
4807,"(29202.9480332947, 25527.734928964783)","(29214.73953820305, 25600.355873456312)"
4808,"(29214.73953820305, 25600.355873456312)","(28133.891997280065, 25842.130901909346)"
4809,"(29876.624365870666, 24847.64247431772)","(29882.62204674352, 24859.25455386049)"
4810,"(29882.62204674352, 24859.25455386049)","(29298.907116393675, 25169.38479802155)"
4811,"(29876.624365870666, 24847.64247431772)","(29882.62204674352, 24859.25455386049)"
4812,"(29882.62204674352, 24859.25455386049)","(29084.979177493573, 25151.214957944147)"
4813,"(29084.979177493573, 25151.214957944147)","(29055.617127338803, 25204.306253804447)"
4814,"(29055.617127338803, 25204.306253804447)","(28852.679632698826, 25388.91135490118)"
4815,"(28852.679632698826, 25388.91135490118)","(28679.675618504087, 25157.83414662801)"
4816,"(28679.675618504087, 25157.83414662801)","(28662.872068372264, 25171.35703080587)"
4817,"(28662.872068372264, 25171.35703080587)","(27919.78046502816, 25300.23920780947)"
4818,"(27919.78046502816, 25300.23920780947)","(27851.806685621472, 25192.05215481369)"
4819,"(27851.806685621472, 25192.05215481369)","(27843.023636395024, 25200.174282576394)"
4820,"(29876.624365870666, 24847.64247431772)","(29736.049454126885, 25602.56204255225)"
4821,"(29736.049454126885, 25602.56204255225)","(29372.20536232731, 25774.797218018124)"
4822,"(29372.20536232731, 25774.797218018124)","(29480.237329319032, 26286.531446180452)"
4823,"(29480.237329319032, 26286.531446180452)","(28744.42348761228, 26513.23852588996)"
4824,"(28744.42348761228, 26513.23852588996)","(28532.771206718433, 26572.24850340528)"
4825,"(28532.771206718433, 26572.24850340528)","(28230.60115248416, 26622.409277233557)"
4826,"(28230.60115248416, 26622.409277233557)","(28221.580932528886, 26673.805404438957)"
4827,"(28221.580932528886, 26673.805404438957)","(28182.961476030294, 26696.93914801543)"
4828,"(28182.961476030294, 26696.93914801543)","(28167.02632404788, 26716.86450502029)"
4829,"(29876.624365870666, 24847.64247431772)","(29796.65126028791, 25359.924096511124)"
4830,"(29796.65126028791, 25359.924096511124)","(29783.787631063402, 25364.307036059996)"
4831,"(29783.787631063402, 25364.307036059996)","(29719.02592487351, 25321.98996568218)"
4832,"(29876.624365870666, 24847.64247431772)","(29736.049454126885, 25602.56204255225)"
4833,"(29736.049454126885, 25602.56204255225)","(29522.672993527405, 25726.331626896368)"
4834,"(29522.672993527405, 25726.331626896368)","(29453.596070868458, 25781.17640304184)"
4835,"(29692.79012229349, 27667.23581594156)","(29677.936603109294, 27538.649844752363)"
4836,"(29677.936603109294, 27538.649844752363)","(29596.09090954141, 27542.506549196987)"
4837,"(29596.09090954141, 27542.506549196987)","(29553.503057426133, 27342.840555100673)"
4838,"(29553.503057426133, 27342.840555100673)","(29404.684365197143, 27360.28809115998)"
4839,"(29404.684365197143, 27360.28809115998)","(28708.256511830084, 27286.53687315187)"
4840,"(28708.256511830084, 27286.53687315187)","(28462.008398272243, 27163.387566147692)"
4841,"(28462.008398272243, 27163.387566147692)","(28307.624032818538, 27078.364767999417)"
4842,"(28307.624032818538, 27078.364767999417)","(28278.410258981545, 26980.39247040116)"
4843,"(28278.410258981545, 26980.39247040116)","(28177.302591428772, 27010.935024403938)"
4844,"(28177.302591428772, 27010.935024403938)","(28267.472032249876, 25948.025306597265)"
4845,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
4846,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
4847,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
4848,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
4849,"(28492.42265028486, 28687.295939012984)","(28604.335794004553, 28563.6221850226)"
4850,"(28604.335794004553, 28563.6221850226)","(28584.13699447844, 28545.7758113312)"
4851,"(28584.13699447844, 28545.7758113312)","(28655.496422265103, 28375.497120220767)"
4852,"(28655.496422265103, 28375.497120220767)","(28674.521782576252, 28368.533442877262)"
4853,"(28674.521782576252, 28368.533442877262)","(28759.82920242063, 27954.34963516894)"
4854,"(28492.42265028486, 28687.295939012984)","(28485.550712495664, 28693.11758842264)"
4855,"(28485.550712495664, 28693.11758842264)","(28510.599281039205, 28802.483080618636)"
4856,"(28510.599281039205, 28802.483080618636)","(28639.888966925762, 28830.456238297833)"
4857,"(28639.888966925762, 28830.456238297833)","(28754.541290062014, 28902.479577936203)"
4858,"(28754.541290062014, 28902.479577936203)","(28829.047666692408, 28812.713823047205)"
4859,"(28829.047666692408, 28812.713823047205)","(28872.897570124274, 28870.573490250186)"
4860,"(28872.897570124274, 28870.573490250186)","(30056.01338802834, 29172.687832169904)"
4861,"(30056.01338802834, 29172.687832169904)","(31081.21593590561, 29087.315105726448)"
4862,"(24260.48552056194, 28943.480473011994)","(24068.63753409988, 28824.89598252639)"
4863,"(24068.63753409988, 28824.89598252639)","(24137.500106308697, 28734.166239577782)"
4864,"(24137.500106308697, 28734.166239577782)","(24437.11512285199, 27731.51922492482)"
4865,"(24437.11512285199, 27731.51922492482)","(24459.57295731599, 27644.011367473257)"
4866,"(24459.57295731599, 27644.011367473257)","(24420.264671951896, 27672.376083113864)"
4867,"(29226.242158527108, 27394.96694074155)","(29156.53850560813, 27884.59263515155)"
4868,"(29156.53850560813, 27884.59263515155)","(27599.66465850103, 27427.457242910255)"
4869,"(27599.66465850103, 27427.457242910255)","(27168.26110158478, 28176.922254574107)"
4870,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
4871,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
4872,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
4873,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
4874,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
4875,"(29226.242158527108, 27394.96694074155)","(29224.75141149547, 27382.905446301884)"
4876,"(29224.75141149547, 27382.905446301884)","(28708.256511830084, 27286.53687315187)"
4877,"(28708.256511830084, 27286.53687315187)","(28462.008398272243, 27163.387566147692)"
4878,"(28462.008398272243, 27163.387566147692)","(28307.624032818538, 27078.364767999417)"
4879,"(28307.624032818538, 27078.364767999417)","(28278.410258981545, 26980.39247040116)"
4880,"(28278.410258981545, 26980.39247040116)","(28177.302591428772, 27010.935024403938)"
4881,"(28177.302591428772, 27010.935024403938)","(28267.472032249876, 25948.025306597265)"
4882,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
4883,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
4884,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
4885,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
4886,"(29226.242158527108, 27394.96694074155)","(29091.903826106398, 28211.712569517695)"
4887,"(29091.903826106398, 28211.712569517695)","(29074.86929577691, 28218.704396741028)"
4888,"(29074.86929577691, 28218.704396741028)","(28938.34547643279, 28775.24104158845)"
4889,"(28938.34547643279, 28775.24104158845)","(28968.912533863797, 28797.166342371464)"
4890,"(22028.25076619479, 24146.2291166136)","(22040.231482761737, 24154.338799664896)"
4891,"(22040.231482761737, 24154.338799664896)","(22139.117786604416, 24038.2861602614)"
4892,"(22139.117786604416, 24038.2861602614)","(22275.97130471868, 24249.476918398606)"
4893,"(22275.97130471868, 24249.476918398606)","(22273.977816287545, 24306.24193585725)"
4894,"(22273.977816287545, 24306.24193585725)","(22206.767916333294, 24308.443936370633)"
4895,"(22206.767916333294, 24308.443936370633)","(22135.61293722765, 24740.329609504523)"
4896,"(22135.61293722765, 24740.329609504523)","(22181.894919065933, 24769.73496151177)"
